Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	br_lengths[162]	br_lengths[163]	br_lengths[164]	br_lengths[165]	br_lengths[166]	br_lengths[167]	br_lengths[168]	br_lengths[169]	br_lengths[170]	br_lengths[171]	br_lengths[172]	br_lengths[173]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	rel_br_lengths[162]	rel_br_lengths[163]	rel_br_lengths[164]	rel_br_lengths[165]	rel_br_lengths[166]	rel_br_lengths[167]	rel_br_lengths[168]	rel_br_lengths[169]	rel_br_lengths[170]	rel_br_lengths[171]	rel_br_lengths[172]	rel_br_lengths[173]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
0	-1546.385	-1904.254	357.87	0.000411382	0.00412822	0.000693315	0.00613163	0.00183157	0.00363092	0.00301389	0.00215877	0.00104166	0.00219358	7.13884e-05	0.00261922	0.00104709	0.000893663	0.000664639	0.00105714	0.00643196	0.000573016	0.00215551	0.00763537	0.00252447	0.000416744	0.00129398	0.0024654	0.00101229	0.00600201	1.62344e-05	0.000545296	0.00842172	0.00277003	0.00183604	0.00222632	0.00163484	0.0014582	0.00484207	0.000978608	0.000138125	0.00199566	0.00234997	0.000953826	0.00432273	0.00183586	0.00380742	0.00511243	0.000701481	0.000774947	1.71576e-05	0.00244639	0.00459524	0.000802757	0.000208834	0.00144877	0.00540215	0.00157109	2.34604e-05	0.000780345	0.000428139	0.000793776	8.40665e-05	0.000114574	0.000887425	0.00195368	0.00442656	0.000630645	0.000365354	0.00102881	0.0026217	0.0051034	0.0214708	6.1204e-05	0.00184893	0.00114398	0.000528846	0.000209271	0.00355692	0.000315323	0.00101251	0.00121548	0.000885943	0.00077728	0.00276431	0.00318475	0.00161844	0.00147232	0.00286711	0.000848423	0.00187938	0.00112483	0.00236076	0.00330517	0.00398687	3.98325e-05	0.0073487	0.000910973	0.0140559	0.00845488	0.000290714	0.00558985	0.000638466	0.00206007	0.00193182	0.00290004	0.00142183	0.000482867	0.00287577	0.00118098	0.00272369	0.000841225	0.0040194	0.0026463	0.00455714	0.000522103	0.00568062	0.000375358	0.00241853	0.0035034	0.0173999	0.00131864	0.000976434	0.000172583	0.000129647	0.00102775	0.00667958	0.00327387	0.000235261	0.00983058	0.00460117	0.00327005	7.9298e-06	0.0116238	0.00145238	0.00180979	0.0022662	0.000174997	0.00268047	0.00257738	0.00674122	0.00257934	0.00143697	0.0036738	0.000768952	0.000461803	0.00869789	0.000268359	0.00427854	0.00337719	0.00378292	0.00681351	0.0152615	0.000803538	0.00289467	0.013276	0.000369388	0.00142292	0.00760488	0.0195635	0.00362007	0.00180346	0.00240937	0.000435619	0.000608528	0.0286613	0.00179391	0.000608865	0.000929266	0.0160502	0.00015123	0.000690908	0.00420687	0.00412908	0.0031395	0.00446736	0.000366177	0.1757351	0.09633201	0.095729	0.318458	0.69978	1.42902	3.14013	10.4462	1.696489	0.000776015	0.00778732	0.00130784	0.0115665	0.00345501	0.00684922	0.00568528	0.00407222	0.00196495	0.00413789	0.000134664	0.00494079	0.00197519	0.00168577	0.00125375	0.00199415	0.012133	0.00108091	0.00406606	0.0144031	0.00476205	0.00078613	0.00244092	0.00465064	0.00190954	0.0113219	3.0624e-05	0.00102863	0.0158864	0.00522527	0.00346344	0.00419964	0.00308391	0.0027507	0.0091339	0.00184601	0.000260553	0.00376453	0.0044329	0.00179926	0.00815423	0.00346309	0.00718216	0.00964389	0.00132325	0.00146183	3.23654e-05	0.00461478	0.00866829	0.00151429	0.000393936	0.00273291	0.0101904	0.00296363	4.42548e-05	0.00147201	0.000807624	0.00149735	0.00015858	0.000216127	0.001674	0.00368535	0.00835009	0.00118962	0.000689189	0.00194071	0.00494547	0.00962685	0.0405016	0.000115453	0.00348776	0.00215797	0.000997594	0.00039476	0.00670964	0.000594813	0.00190997	0.00229284	0.00167121	0.00146623	0.00521448	0.00600759	0.00305297	0.00277732	0.0054084	0.00160043	0.00354518	0.00212184	0.00445324	0.00623474	0.00752068	7.51385e-05	0.0138623	0.00171842	0.0265146	0.015949	0.000548392	0.0105445	0.00120438	0.00388603	0.00364411	0.00547053	0.00268208	0.000910862	0.00542474	0.00222775	0.00513785	0.00158685	0.00758203	0.00499188	0.00859641	0.000984874	0.0107157	0.00070806	0.00456221	0.00660867	0.0328224	0.00248743	0.00184191	0.000325555	0.000244562	0.0019387	0.0126001	0.00617569	0.000443787	0.018544	0.00867947	0.00616849	1.49585e-05	0.0219267	0.00273972	0.00341392	0.00427487	0.000330108	0.00505633	0.00486187	0.0127164	0.00486556	0.00271064	0.00693012	0.00145052	0.000871127	0.0164074	0.000506222	0.00807087	0.00637061	0.00713595	0.0128527	0.0287888	0.00151576	0.00546039	0.0250434	0.0006968	0.00268414	0.0143455	0.0369038	0.00682875	0.00340197	0.00454494	0.000821734	0.0011479	0.0540655	0.00338396	0.00114854	0.00175293	0.0302765	0.000285274	0.0013033	0.00793568	0.00778893	0.00592222	0.00842705	0.000690742	5.355461	0.912132	0.0878676	0.5301213
36	-1528.482	-1886.333	357.851	0.00122772	0.0151418	0.00843399	0.00240814	0.00064786	0.00712944	0.00237275	0.0146451	0.00193703	0.002823	0.000267504	0.0123279	0.00227399	0.00350805	0.000312308	0.00205577	0.0178032	0.00421018	0.00318022	0.00764183	0.00631764	0.0013258	0.00504333	0.000539503	0.000456504	0.0112471	0.000651645	0.00221801	0.00917983	0.00600176	0.00490525	0.00274574	0.0115187	0.00417075	0.00652615	0.00321589	0.00172169	0.00538014	0.012777	0.00655948	0.00805061	0.0100308	0.0123799	0.00729465	0.00209407	0.0125376	0.000201296	0.0152508	0.00971697	0.0037709	0.00609454	0.00212411	0.00228792	0.000689082	0.000547396	0.00557888	0.00761942	0.0107099	0.000227479	0.00568082	0.0025926	0.00764276	0.0108242	0.00270989	0.000486579	0.00256946	0.0114742	0.00536104	0.0275556	0.000609248	0.00841047	0.000988731	0.00100199	0.000615068	0.00891996	0.000420081	0.00648116	0.00365272	0.00606739	0.00315978	0.00641392	0.00193675	0.00714167	0.00182145	0.00696589	0.00229583	0.00370421	0.00326898	0.0075277	0.00345541	0.0209047	0.00557061	0.00431977	0.000363318	0.0249632	0.0154152	0.00165535	0.00324182	0.00350362	0.0186999	0.00793234	0.00729317	0.00288639	0.00284864	0.00532673	0.0010604	0.00750363	0.000102133	0.00980831	0.0107949	0.0103982	0.00386301	0.0101695	0.00539296	0.00898333	0.00729541	0.0329726	0.00411906	0.00181287	0.00512526	0.00313797	0.00546181	0.0154293	0.00175584	0.00491656	0.0113443	0.0116181	0.00900883	0.00450523	0.0316512	0.00146325	0.00498589	0.00265044	0.00769122	0.00750274	0.011749	0.00714223	0.00698257	0.00680116	0.00537025	0.0010894	0.0067607	0.0111306	0.00279285	0.0109158	0.017743	0.00486747	0.0213425	0.0316612	0.002953	0.00381655	0.0252864	0.00436338	0.00376983	0.00778198	0.0285948	0.00460441	0.011906	0.00189206	0.000782377	0.00604521	0.0406664	6.01105e-05	0.00677181	0.00425532	0.0161076	0.000671405	0.00985489	0.0014703	0.0132297	0.00310857	0.00244171	0.000653287	0.1954559	0.1083132	0.208252	0.465237	0.787627	1.26964	2.14944	4.80187	1.134498	0.00101742	0.0125481	0.00698933	0.00199565	0.000536887	0.00590823	0.00196632	0.0121365	0.00160523	0.00233944	0.000221683	0.0102162	0.00188447	0.00290715	0.000258813	0.00170363	0.0147537	0.00348902	0.00263548	0.00633285	0.00523549	0.0010987	0.00417945	0.000447091	0.000378309	0.00932054	0.000540024	0.00183808	0.00760741	0.00497372	0.00406502	0.00227542	0.00954561	0.00345633	0.00540828	0.00266504	0.00142678	0.00445857	0.0105884	0.0054359	0.00667161	0.00831261	0.0102593	0.00604514	0.00173538	0.01039	0.000166816	0.0126384	0.00805254	0.00312498	0.0050506	0.00176027	0.00189602	0.000571048	0.000453632	0.00462326	0.00631428	0.00887542	0.000188514	0.00470775	0.00214851	0.00633362	0.00897012	0.00224571	0.000403232	0.00212933	0.00950873	0.00444274	0.0228356	0.00050489	0.00696983	0.000819371	0.000830355	0.000509712	0.00739205	0.000348125	0.00537099	0.00302704	0.0050281	0.00261853	0.00531527	0.001605	0.00591837	0.00150945	0.00577269	0.00190258	0.00306971	0.00270904	0.00623827	0.00286353	0.0173239	0.00461641	0.00357984	0.000301085	0.0206872	0.0127747	0.00137181	0.00268653	0.00290348	0.0154967	0.0065736	0.00604392	0.00239198	0.0023607	0.00441431	0.000878764	0.00621833	8.46384e-05	0.00812824	0.00894585	0.00861705	0.00320131	0.00842752	0.00446919	0.00744457	0.00604577	0.0273247	0.0034135	0.00150234	0.00424735	0.00260047	0.00452625	0.0127864	0.00145508	0.0040744	0.00940111	0.00962799	0.0074657	0.00373352	0.0262296	0.00121261	0.00413185	0.00219645	0.00637378	0.00621759	0.00973653	0.00591883	0.00578651	0.00563618	0.00445038	0.000902798	0.00560266	0.00922406	0.00231446	0.00904604	0.0147038	0.00403372	0.0176868	0.026238	0.00244718	0.00316281	0.0209551	0.00361597	0.00312409	0.00644899	0.0236968	0.00381571	0.00986659	0.00156797	0.000648363	0.00500972	0.0337006	4.98141e-05	0.00561186	0.00352642	0.0133485	0.000556399	0.00816684	0.00121845	0.0109636	0.0025761	0.00202347	0.000541384	4.850057	0.902272	0.0977279	1.206696
72	-1552.382	-1910.163	357.7815	0.00166635	0.00299388	0.0189213	0.00206626	0.000893515	0.00208594	0.00091234	0.00232178	0.00320882	0.00249993	0.000419264	0.00278914	0.00135145	0.00591014	5.44143e-05	0.000240167	0.00681261	0.00184974	0.00184832	0.00251276	0.00445123	0.00101616	0.00206089	0.000735124	0.000559729	0.000717429	0.00069963	0.000993911	0.00445805	0.00278657	0.00311438	0.00137536	0.00899169	0.00276418	0.00167947	0.00284422	0.00170592	0.00405611	0.00673908	0.000904058	0.00110312	0.00468326	0.00331758	0.00312202	0.00122264	0.00566053	8.56569e-06	0.0092919	0.00725648	0.00318854	0.00130006	0.00453012	0.00301491	0.000137633	0.0057748	0.00432673	0.00289195	0.00430301	0.000303329	0.000234978	0.00227102	0.00567864	0.00290058	0.00583809	0.000278277	0.00179871	0.00954883	0.00852589	0.00913548	0.00103831	0.0058366	0.00059482	0.00234631	0.000892264	0.00794703	0.000156581	0.000789496	0.00152371	0.000605886	0.000443973	0.00390784	0.00359125	0.000927076	0.00317564	0.00259398	0.00256454	0.00034191	0.00389521	0.000440578	0.0064599	0.0068702	0.00234165	0.0118088	0.000536203	0.0179342	0.00528488	0.00153208	0.00192863	0.00296493	0.0100729	0.000818525	0.00304291	0.00377079	0.00339256	0.00244138	0.000235082	0.000439935	0.00152493	0.000944349	0.00174368	0.00131313	0.000994442	0.00087323	0.0037467	0.00393981	0.00351146	0.00384095	0.00339483	0.00555481	0.00178881	0.00272591	0.00191559	0.00166495	0.000448658	0.00164188	0.00805231	0.00220765	0.00544335	0.000273774	0.0128115	0.00102028	0.000816402	0.00228937	0.000563975	0.00141402	0.00753156	0.00502226	0.0042543	0.00620501	0.000304096	0.00077169	0.00303266	0.0175297	0.00190909	0.00472356	0.00740274	0.000981391	0.0167515	0.00690426	0.00976696	0.00331956	0.0154064	0.000601036	0.00267157	0.00154422	0.0100153	0.000415876	0.00574209	0.00283079	0.000319194	0.00258364	0.0151409	0.00258178	0.000970812	0.00187838	0.0112711	0.0018266	0.00157007	0.00607251	0.00596898	0.0041004	0.0013605	0.00109889	0.2155703	0.1208063	0.100482	0.326074	0.704958	1.41852	3.06679	9.95204	1.661451	0.0026877	0.00482892	0.0305187	0.00333273	0.00144118	0.00336448	0.00147154	0.00374487	0.0051756	0.00403221	0.000676244	0.00449869	0.0021798	0.00953265	8.77664e-05	0.000387373	0.0109883	0.0029835	0.00298121	0.00405291	0.00717952	0.001639	0.00332407	0.0011857	0.000902804	0.00115716	0.00112845	0.00160311	0.00719052	0.00449454	0.00502329	0.00221835	0.014503	0.00445844	0.00270887	0.00458753	0.00275154	0.00654223	0.0108697	0.00145818	0.00177925	0.00755377	0.00535102	0.0050356	0.00197203	0.00913003	1.38159e-05	0.0149872	0.0117042	0.0051429	0.0020969	0.00730678	0.00486284	0.000221993	0.00931436	0.00697872	0.00466452	0.00694046	0.000489248	0.000379004	0.003663	0.00915925	0.00467844	0.00941643	0.000448842	0.00290119	0.0154016	0.0137517	0.0147349	0.00167472	0.00941403	0.000959403	0.00378444	0.00143916	0.012818	0.000252555	0.0012734	0.00245765	0.000977252	0.000716097	0.00630307	0.00579244	0.00149531	0.00512209	0.00418391	0.00413643	0.000551477	0.0062827	0.000710621	0.0104194	0.0110812	0.00377692	0.0190468	0.000864859	0.0289266	0.00852415	0.00247114	0.00311074	0.00478222	0.0162468	0.00132022	0.004908	0.00608202	0.00547196	0.00393777	0.00037917	0.000709585	0.0024596	0.00152317	0.00281244	0.00211798	0.00160397	0.00140846	0.00604317	0.00635464	0.00566374	0.00619519	0.00547563	0.00895952	0.00288523	0.00439671	0.00308972	0.00268545	0.000723654	0.00264824	0.0129878	0.00356079	0.00877975	0.000441579	0.020664	0.00164564	0.0013168	0.00369259	0.000909652	0.00228071	0.0121479	0.00810056	0.00686189	0.0100083	0.000490485	0.00124468	0.00489148	0.0282742	0.00307924	0.00761877	0.0119401	0.00158292	0.027019	0.0111361	0.0157534	0.00535422	0.0248494	0.000969429	0.00430906	0.00249071	0.016154	0.000670778	0.0092616	0.00456586	0.000514838	0.00416723	0.0244212	0.00416423	0.00156585	0.00302969	0.0181794	0.00294618	0.00253241	0.00979454	0.00962756	0.00661366	0.00219438	0.00177243	4.424204	0.892215	0.107785	0.6199895
108	-1548.34	-1905.887	357.5471	0.000531984	0.00331825	0.00719771	0.00264487	0.00177463	0.00171299	0.00166957	0.00377719	0.000887956	0.00236308	0.000345462	0.00158288	0.000238749	0.00323098	0.000250479	0.000336757	0.000607017	0.000179831	0.00258912	0.001456	0.00167276	0.00525081	0.000647403	0.000787624	5.99461e-05	0.00457273	0.00213563	6.52788e-05	0.00175211	0.0036375	0.00210357	0.00206641	0.000824466	0.00199745	0.00102372	0.00153971	0.00381244	0.00237327	0.0067031	0.000741659	0.00289359	0.0087858	0.00499185	0.00467736	0.000302474	0.00330555	4.52745e-06	0.00672972	0.00229865	0.00415843	0.000509721	0.000178885	0.00170185	1.15358e-05	0.00270096	0.00322544	0.000764733	0.00259146	1.70109e-05	0.00266026	0.00174955	0.00216014	0.0042296	0.00528857	0.00257155	0.00358747	0.00286321	0.000571472	0.0127267	0.000180062	0.00390561	0.000154437	0.000623988	0.000555983	0.00253451	8.85733e-05	0.00249997	0.00125032	0.000472949	0.00210103	0.00260237	0.00211822	0.00298119	0.00441961	0.00181755	0.00293226	0.000644696	0.0013021	0.0007751	0.00508411	0.00297819	0.000784772	0.010502	0.00266583	0.0120389	0.00318124	0.000598671	0.0020517	0.00324399	0.00173655	2.56652e-05	0.000973452	0.00303054	0.000601538	0.00407919	3.3239e-05	0.00341085	0.0014044	0.00341258	0.0016237	0.000975886	0.00309761	0.0010263	0.00243985	0.00767603	0.000608339	0.00187303	0.000435003	0.000110239	0.00121152	0.00327608	0.00156936	0.000898297	0.00180429	0.00153697	0.00573909	0.00227307	0.0030582	0.00256656	0.00814099	0.00120424	8.67232e-05	0.000965167	0.000902347	7.57989e-05	0.00617029	0.00965188	0.00336841	0.00354528	0.0010829	0.0046698	0.000804361	0.00532498	0.00100834	0.00217279	0.00800599	0.00125167	0.0150184	0.0107004	0.0101715	0.00154677	0.0120715	0.00511649	0.00286853	0.000555136	0.00746149	0.000522915	0.00537645	0.00249876	5.7114e-05	0.00267153	0.0220608	0.000403007	0.00175465	0.0035898	0.0111201	5.81195e-05	0.0016588	0.00142944	0.00177076	0.00178211	0.00326228	0.000137537	0.2314505	0.1308702	0.0740614	0.280994	0.672982	1.48592	3.55879	13.5023	1.882047	0.00108036	0.00673873	0.0146172	0.00537121	0.00360393	0.00347874	0.00339058	0.00767074	0.00180327	0.00479896	0.000701568	0.00321453	0.000484852	0.0065615	0.000508676	0.000683888	0.00123273	0.000365203	0.005258	0.00295686	0.00339705	0.0106634	0.00131475	0.00159951	0.000121739	0.00928633	0.00433705	0.000132569	0.0035582	0.00738706	0.00427195	0.00419648	0.00167433	0.00405644	0.00207897	0.00312685	0.00774232	0.00481965	0.0136127	0.00150617	0.00587632	0.0178423	0.0101375	0.00949882	0.000614266	0.00671294	9.19438e-06	0.0136668	0.00466811	0.00844497	0.00103515	0.000363281	0.00345613	2.34269e-05	0.00548513	0.00655024	0.00155303	0.00526275	3.4546e-05	0.00540247	0.00355299	0.00438682	0.0085895	0.0107401	0.00522233	0.00728546	0.00581464	0.00116055	0.0258454	0.000365671	0.00793155	0.000313633	0.0012672	0.00112909	0.00514709	0.000179875	0.00507696	0.00253915	0.000960469	0.0042668	0.00528492	0.0043017	0.00605423	0.00897539	0.00369111	0.00595486	0.00130925	0.00264432	0.00157408	0.0103249	0.00604812	0.00159372	0.0213276	0.00541378	0.0244487	0.00646048	0.00121579	0.00416662	0.00658792	0.00352659	5.21211e-05	0.00197689	0.00615444	0.00122161	0.00828404	6.7502e-05	0.00692677	0.00285206	0.00693029	0.00329742	0.00198184	0.00629066	0.00208421	0.00495486	0.0155885	0.00123542	0.00380376	0.000883407	0.000223875	0.00246036	0.00665309	0.00318708	0.00182427	0.00366416	0.00312128	0.011655	0.00461617	0.00621062	0.00521219	0.0165328	0.00244558	0.000176118	0.00196007	0.00183249	0.000153933	0.0125307	0.0196011	0.00684059	0.00719979	0.00219917	0.00948347	0.0016335	0.010814	0.00204774	0.00441253	0.0162586	0.0025419	0.0304995	0.0217304	0.0206565	0.00314119	0.0245148	0.0103906	0.00582543	0.00112737	0.0151529	0.00106194	0.0109185	0.00507451	0.000115988	0.00542536	0.0448012	0.00081843	0.00356336	0.0072902	0.0225828	0.00011803	0.0033687	0.00290292	0.00359608	0.00361913	0.00662507	0.000279311	4.137398	0.884275	0.115725	0.4924148
